never watch leak hate leak unless marvel official account,1
steeve rogers back era marvel one last time,1
thor cry,-1
loving thissssssss but fake deep voice,-1
marvel... plan drop individual character teaser every tuesday 9am release.... perfect execution!!! bravo!!!,1
wait.,0
rune king thor coming! powerful version him.,1
thorrrrrrrrr,0
1e 17ber 0 2020 ?????,0
"hero watched already leaks, gather here!!",1
im hype,0
odinson back,0
cant wait,0
make thor great better writing,1
cooking peak,0
give u trailer already vro,0
"lah bneran asli, yg di tiktok kemaren dicampur sama ai jdi bingung",0
thor crying?,-1
yo!!!!,0
first,0
super solider god mutant doctor doom,1
monica foxmen unive next pleaseee,0
14 min ago watch,0
want god thunder insanely powerful last time full potential.,1
everyone bow doom.,-1
get theyre killing thor vibes?,-1
ok back,1
think end thor,0
gave goosebump 103,0
let go!!! god returned,1
yessssssss,0
"15 minute ago... honest, first, couldnt believe wasnt ai trailer",1
cool thor back,1
"better last steve teaser, but no, no.",-1
pls loki thor reunion,1
bring dooommmmm !!!!,0
,0
okay but thor cry,-1
december 2026 cant come soon enough..,0
shorthair thor back! yipee!,0
finally getting peak thor back,0
steves smile thor tear cyclops rage finally got peak thor back,-1
odinson,0
thor rocking regulation cut again? appreciate theyve given stupid drunken thor though. hated much.,-1
yeeesss,0
"point, russos directing thor 5 would peak!!!!",0
26 main toh duniya khatam hai hurt,0
believe gonna release little trailer character emotion build hype around movie.,0
absolutely cinema,0
first minute gang,0
"even literal god praying, understand victor von doom really",1
peak,0
"happy new year everyone! focus good, not bad. focus common instead differences. focus love instead hate. see theatre magic happens",1
30 minute,0
gosh desperate hell. endgame closed chapter already...,-1
bring doom!!! seeing thor tear idk say,-1
still waiting thi movie marvel love,1
value frenchise dropped many avenger enemy lifting hammer thingy,-1
epic vibe,0
peak mcu thor back,0
cant wait,0
"okay one much better steve one. im sensing theme parenthood steve, thor reed. low key kid jeopardy thats really smart way getting audience board raising stake yes know multiverse but audience empathise character not world ending event",1
dxxomsday,0
holy,0
doctor doom v avenger would amazing,1
let goooooooo,0
fin gracias marvel,1
marvel cant control leak,1
getting back wise thor,1
18 december birthday,0
hang getting one fo every day now?,0
cant wait avenger doomsday!!,-1
going cry deadpool?,-1
,0
avenger doomsday higher grossing avenger endgame highest grossing film time but also think avenger secret war even,-1
"finally leak , teaser launched officially.",-1
going head might not enough stop doom...,-1
really wish thor serious,1
well well well,1
,0
time bring back real thor!!!,0
peak coming,0
"oh snap, oh snippety snap",0
1e 17ber 0 2020 one notice hidden code 112,0
lets. go,0
getting peak thor,0
aint ready movie,1
bring doom...,0
hope deadpools cause wolverine deadpool,1
steve child. thor child. ... cyclops child?,0
doctor doom,-1
every tuesday 46,0
he back. good form...,1
give u xmen teaser!!!,-1
back 2019 era,0
bring cyclops,0
god prays,1
oh thor,0
borinngggg,0
better steve rogers trailer,1
man really playing great marketing,1
scream,-1
"guys, let pretend love thunder never happened, peak thor right",1
know really love short hair thor but wish kept long hair. least tonally he back infinity war version.,0
not wait reunion father thor loki god story,1
"hey all, genuine question here. anyone still care characters? mean loved them, but beautiful character arc ended endgame. anyone still excited pulling money 3 characters?",1
awesomeeeeeee,0
doomsday going break box office record,-1
movie gonna generational.,0
15 minute no life gang,-1
iron man return imagine chill,0
everyone coming back but not,0
hulk return,0
1minute clip better whole love thunder movie!,1
"weird seeing someone quite literally god god like powerful ability cry help see child hell man even praying, time thor really cry loki death infinity war yeah doom major threat",-1
bring doom,0
ogs back,0
thor praying mean russos gonna cook hard doomsday,-1
not first.,0
look bad,-1
im,0
birthday let go,0
"thor worthiest , god",1
rune king thor coming,0
commonnnn,0
comment,0
thor return omg,0
thor fan attandance,0
16 minute ago toe tickling,0
least seems like good charakter,1
102 thor return avenger doomsday....finallyyy..,0
xmen next week chat,0
stunning,0
dr. doom steal mayday parker og spidermj,-1
drop trailer marvel! theyve already leaked anyway! also think bit dumb start countdown doomsday trailer drop week even month apart,-1
best thor one avengers... horrible one taika waititi,1
lend strength allfathers may fight defeat one enemy ragnarok avenger back disastrous love thunder!,-1
thor short hairr again??? dislike,-1
037 love thunder,1
goosebumps........................,0
goatof avenger returned,0
og avenger back,0
"feeling coming back actual avenger movie used release . look soo good , emotional . voice modulation incredible",1
15 mins. yayy,0
im 16th minute upload,0
keee,0
cant wait xmen teaser,-1
thor gonna die doomsday,-1
reach million view like,1
200k view,0
going amazing,1
next week xmen trailer hd version cyclops using optic blasts. peakkk,0
"make justice thor, favourite avenger!",1
cant wait loki thor reunion hope happening,1
"deadpool saw death, maybe...",-1
hopefully timer countdown progress every time released teaser trailer,1
seems serious...which mean someone defintiely going fart scene.,0
thor,0
need know thor cry,-1
15 minute gang,0
"not conspiracy theorist, but marvel definitely leaking these.",1
"long time, god thunder something lose.",-1
thor return,0
everyone pretending theyre done marvel but still watching trailer frame frame,1
thor made cry,-1
doomsday. hero kid,-1
cant wait thor cap reunite doomsday!,-1
hope ironman also return avenger doomsday like captain america,-1
"real marvel nerds, assemble",1
never early lol,1
prime thor back,0
"december 18, 2026",0
thought theory doom take kids?,-1
hero watched video less three hour gather,1
look like getting love little sister torunn avenger doomsday avenger secret wars.,-1
peak thor back,0
i...am... doctor doom hate 3000,-1
"yessssss, finally teaser thor",-1
mm,0
ready next week xmen teaser dropping next,1
avenger,0
woooow,0
feel like gonna get next avenger movie gta 6,1
finally dropped yes,1
russo brother back it!! cant wait.,0
yes! need more!,1
please dont kill december 2026,1
yes yes yessss,1
dont try patience marvel,1
see guy time next week xmen!!,0
,0
serious thor? finally! sign up!,-1
,0
"got uploaded 13 minute ago already 130,000 views. people rightfully hating marvel movie since endgame but movie probably huge box office success.",1
thor thunder back,0
"fan marvel drop treaser day , day marvel random tuesday?",1
within 15 min,0
"cinema, right",0
missing x men,-1
"love thunder bad, but im still happy made thor dad",1
thor,0
wonder many trailer well get people returning get actual trailer.,0
thor,0
2,0
let gooooooooo,0
legend beg power,0
literal chill going spine,0
want see hugh jackman wolverine.,1
"nahh, short hair returned...",0
indonesia,0
theater homeserver,0
dr doom like bring children..,-1
gta vi va salir ma tarde recuerden esto,0
bring doooooooom,0
addictive,0
watching trailer already watched week ago,0
"loki, need you, mighty god stories!!!!!!!!!!!!!!!",1
let gooooo...,0
ok teaser already gave thor justice deserves,1
sick like dead dad?,-1
15 mins.,0
cant wait xmen cyclops trailer release.,0
people want loki doomsday..?,1
prime thor v victor von doom loading,-1
let go early gang,0
"hard accept thor 4 canon, but least brought back infinity war appearance. forgot change one eye color",-1
leak true. wait then. release,1
"prime thor here, sooo back",0
watched third trailer already,0
like praying jesus,1
"he gonna die, isnt he...",-1
"less 60 mins, gather",0
se viene el regreso de prime de thor que le implora m poder su padre rezando e porque sabe que villano doom e m fuerte .,-1
teaser gave chill,-1
hero watched video less 1 hour gather,1
full body chill,0
marvel already covering happiness expressing teaser sadness expressing teaser rage anger expressing teaser cyclops maybe wonder last one gonna,-1
"love torunn way character appeared next avenger hero tomorrow. chriss reallife daughter portraying onscreen adopted daughter. wonder tease thor become rune thor get ability see past, future etc. get power odinforce full power.",1
next spiderman trailer please,1
trailer better anything love thunder,1
chill,0
thor avenger,0
holy moly,0
he rocking short hair again! cant wait see xmen teaser trailer hd btw,-1
yes,1
watched less 15 minute like,1
finally comeback marvel next gross collection movie,-1
loki help thor defear dr doom probably doomsday secret war loki thor reunion gonna make cry but probably happen secret war,-1
russo brother saw taika waititi treated thor love thunder locked in.,1
thor baba,0
30 minute,0
thor thor,0
watched within 15 minute marvel cooking hard time,1
niceeee,0
know serious thor rocking crewcut. xd,1
defeat enemy,-1
broooo,0
"old god thunder, old voice, old stormbreaker, old strongest avenger, return avenger doomsday let go!!!",1
u,0
thor v dr doom amazing fight,-1
infinity waresk thor back. best kind thor.,1
know end god thunder praying power !!,1
"wonder thor truly arm missing speculated. didnt see arm kneeling shot possibility abound. unworthy thor king rune thor. hmmm also, speculating but remember whole outro og avenger endgame outros secret wars??????!",-1
absolutely cinema,0
thor v aloeth,0
15 minute,0
gaza,0
"legend watched 20 minuts,s gather",0
thor odinson thunder king indian mcu fan assembly here.,0
doctor doom better villain darth vader every single way.,-1
commenting claim ticket,0
im afraid thor die,-1
beyonder trailer coming? mean he secret war isnt,-1
"where,s hindi dubbed",0
thor gotta die,-1
acting like leak never happened,1
legendary hero returned.,1
oh im excited,1
aaichignd thor aala,0
peak thor backkk,0
real trailer,0
"trailer real. not ai garbage, actually real.",0
looking doomtastic,0
x men one next,0
"great writting, well shot great cinematography direction plus editing acting done great trailer. go thor thor thor",1
suck,-1
sup 15 min,0
people want hulk return,0
thunder god returned....!!,0
,0
seeing reminded kratos atreus.,0
absen,0
,0
million,0
real god thunder return,1
doom cooking.,-1
want xmen teaser trailer.,-1
hero lost everyone still live good man ufff tough,1
thor element film,0
"dont u think loki might listening thor prayers, since yk end loki u hear mobius saying let time pas therefore loki hears timeline",0
xmen trailer,0
stranger thing finale trailer dropped,0
thor gone full kratos right now.,0
god thunder return doomsday,-1
"father... me, michael",0
thor yeaaaaaaaa,0
whats new year resolution? survive december 18,0
"bring doom ,but not easy time",-1
everything but releasing spiderman brand new day,0
he going make cry,-1
whens iron man coming back???,0
thor cry,-1
one speech already better characterization love thunder,1
thor regres,0
god thunder back,1
doomsday surely giving goosebump,1
let go marvel cooking doomsday hard,-1
yay 14mins,1
"couldnt live failure eternals, shehulk, kate bishop, maya, shuri, ironheart, yelina, m marvel, maria rambeau falcon etc. bring ? back real superheroes steve, thor, tony, hulk, hawkeye, spiderman etc !!!",-1
think villian galactus not doom,1
real marvel fan watched day ago,1
finally russos fixed damage taika waititi thor,-1
way better steve rogers crap trailer,1
13 minutea ago,0
leaker joke you?,1
watching 14 minute release,0
one enemy,-1
know deadly serious even thor start praying,1
dr doomi kid kidnapper !!!,0
god thunder lady gentleman,1
goat back friend,1
thor gave kratos vibe,0
spider man??,0
release xmen one point come on!,0
one time bring doom,-1
not good steve rogers one,-1
happy new year marvel team..,1
kid still kid stand no chance sorry,-1
father understand thor pray,1
everybody dying,0
100 bro boy thor suffered enough dont like doctor doom finna crazy making literal god pray,-1
bring doom,-1
still silly movies? heh...,0
ma1 ayo vana vevhu muripiko ndoziva muripo,0
doom comes. hero tony ? dr doom whose tony ? start fighting them.,-1
hero watched trailer youtube gather,1
caraca pro thor estar rezando ento parada vai ser muito sria,0
teaser r fire but showing thetere first worst marketing decision..,-1
blow,0
guy idea bro afraid?,0
real multi avenger back daddy thor,0
dont know odin but loki surely listening..hope sun shine,1
xmen teaser next week probability,-1
hear sound thunder know going epic,0
heart touching bgm,0
nice see thor getting serious disappointment love thunder.,1
tough see thor mentioned doctor doom enemyrdj,-1
release brand new day already,0
everything everyone single movie.. cooking,0
thanos could not become inevitable knew not deserve man dr doom!!,-1
nice hair cut,1
1min teaser whole love thunder,1
go,0
deadpool thor crying?,-1
avenger assemble...,0
prime thor back,0
blessed witness theatre,1
goosebump,0
bring dr doom finally prime thor back,-1
"dammit, im starting feel emotion again.",0
aura,0
short hair... thump,0
avenger doomday going good,1
thats him... thats freakin god thunder,1
omg que epico,0
avenger assemble thor fan like kottandi,1
hindi bi upload kro please,1
fox xmen definitely die not even question.,-1
cringe,0
2026 world end 2026 doomsday box office record end,-1
"feeling enemy he talking xuniverse, not doom. victor definitely gonna put hero other.",1
mighty thor,0
going on?,0
12 min,0
,0
goat back,0
know doom gonna cook thor poeple praying,-1
lfg,0
know thor going die movie but cant prove,-1
thor god thunder returned,1
first time watch video within 13min uploaded,0
im waiting,0
know doctor doom big deal literal god praying survival,1
clock ticking doomsday.,-1
woow jajaja,0
"please, dont make thor goofee this... deserves epic arc...",1
finally comedy thor,1
better release xmen trailer new years.,1
"thor vuelve su prime, los russo cocinaron",0
please dont die love thor lost love one many already,1
122 feel like decade,1
time depressed not now. must stay alive release movie,-1
yall think he gonna die saga? feel like theyre going pas reign daughter,-1
marvel cooked,1
knew cant control leak anymore,0
marvellous! cant wait not see,0
"assure brother, sun shine u loki. cannot wait thor see became brother.",1
backkkkkkkkkkkk,0
big vibe shift thor love thunder,1
know,0
"please make rdj doom short multiverse appearance, onto new actor doom.",-1
primero en espaol,0
watched 10 min,0
avenger doomsday generational movie,-1
"far understand, thor cry lost son...",-1
,0
mighty thor returned,0
know t serious thor hair short,-1
avenger zindabad,0
bad feeling og avenger,-1
13 min,0
cant wait 2035,0
hope,1
see less 20 min true marvel fan like,1
peak marvel,1
waiting run king thor,0
hollywoodindian cinemaglobal cinemaeveryone watching,0
hoping ghost rider silver surfer,1
seems serious,-1
"still think teaser alternate universe multiverse effected doom, especially xmen one. first teaser calm , holding baby, second bit tense , anticipating battle , xmen one desperation , destruction, grief. teaser escalating final full teaser trailer next month",-1
,0
thats goat .the goat,0
13 minute ago absolutely toe tingling,0
commenting make moment memorable!,0
cooking let hope marvel doesnt burn kitchen,1
next xman last doom??,-1
god thunder purest form. marvel back baby!!,1
rune king thor,0
short hair fit serious scar face backkkkkkkkkkkkkkkk,1
thor dialogue,0
no one else gonna point gorgeous suit is?,1
next wanna see cyclops,0
became rune king thor,0
"finally real thor back, not goofy ish thats going",0
11mins ago,0
let gooo,0
soooo back,0
thor odinson,0
"uh oh, know thor going cry",-1
thor bring doom!!!,0
1e 17ber 0 2020 ?????,0
loved part doom said dooming time! doomed u face.,-1
lokiiii thor reunion,0
come early,0
pretending react video first time,1
thor want need. please stop making joke him.,1
107 lfg,0
mighty thor,0
bros gonna get obliterated,-1
gaaaaaaaaaaa,0
iron man return doomsday,-1
doom anything thor daughter dont wanna imagine thor,-1
no doubt dr doom big deal,-1
12 minute ago crazy work,-1
bring doctor doom!!!!!!!!!!!!!!!,0
fact powerful human superheroironman powerful humansupervillandrdoom,1
sound like thor already know doom fight sound terrified,-1
cant believe mcu going 17 years.,0
"getting proper, serious thor back",-1
christmas 2026 best present,1
come within 10 minute,0
doom...,0
man movie bouta crazy,-1
thor back,0
well. let hope wont break hearts.,1
short hair thor favorite,1
12. minute,0
best monologue mcu thor ever had?,1
thor always going lose loved ones?,1
please dont die,1
leave alone,-1
giggddtygiggddty! excited quagmire,0
waiting see rdj doom steve rogers thor,-1
possibility thor surviving movie getting lesser,1
imagine hulk retorning avenger ?,0
im also praying movie good,1
let goooooo.,0
finally serious thor odinson back russo brother always done thor right,-1
yall thought good.....prepare next tuesday.,0
hindi,0
marvel great,1
"look. im looking forward seeing steve although still dont think needed liked teaser, but teaser waaayyyy better me! actually seeing character going go movie instead teasing",1
release doomsday file,-1
next x men,0
"im glad teaser show marvel putting best effort, cant put anything less excellent next avenger movie endgame.",1
peak thorrrrrr,0
let gooooo,0
"serious, dayumnnn",-1
loki there..,0
rate confirm thor probably die movie,-1
waiting dr. doom x rdj,-1
hero watch video less 15 min gather,1
legend already watched leaked trailer thor gather !!!,-1
bring dr. doom!,-1
omg ! happening,0
look like old thor back.,1
would way hype didnt play movie theater ngl,-1
,0
rune king thor,0
bring wanda baack,0
13 minute youtube recommended,1
bring doom god thunder,1
"please marvel, time get u back really are... let go",1
"everybody think doomsday, rating would give 110 ? well theaters.",-1
wow..........,0
god thunder!!!!,1
hope wont die premiere,1
"await rune king thor, one final battle",-1
,0
next xmen,0
getting hyped doomsday right man,-1
"nobody die december 18, 2026!",-1
half expected bad joke somewhere ruin whole thing.,-1
bro thor pull dad war vibe cool 3,1
marvel cooking,1
reveal thor? arent christ hemsworth reveal production teaser?,-1
041 god,1
peak? yes,1
bring doom,-1
bring thanos,0
"ok, give u xmen trailer.",1
wah kya baat krte ho yaar iske liye jaan de denge,0
not ai,0
infinity war thor back waiting film,-1
beta ray bill headed way.,0
"whoa, 7 min ago jus randomly searched see posted since xmen one theater now. lol.",0
god thunder return,1
russo brother rewrite mess taika waititi thor,-1
excited doctor doom teaser,-1
11 minute also got chill,0
"011 doomsday trailer gave goosebump loki thor reunite event infinity war....next week, teaser doomsday featuring returning og xmen",-1
og thor back infinity form,0
rune king thor must come,0
thor looking like ready pull like wakanda! still personal favorite moment mcu ever,1
yes. thor redemption taika did. im ready.,1
", , 1",0
put smile face. goat returned. time hope stay till 90.,1
know time thor come short hair,0
even thor praying survival. doom going legendary,-1
thor died movie,-1
"thor gonna die, guy",-1
b e g u r e w l l r e u r n n v e n g e r y.,0
"next week, xmen",0
epic,0
thor,0
awesome,1
hepatitis trailer,0
cinema sooo back,0
good see thor back,1
next trailer gonna nuke everyone,0
avenger reunion,0
,0
dios increble este rezo que le hace thor odin que le de el poder para derrotar un ultimo enemigo dios se el miedo de thor hacia doom para mi se enfrentado ya pidiendo por volver con su hija se puso la piel de gallina dios se viene thor odin la odinforce,-1
thor two eyes?,0
become babysitter,0
reminds kratos,0
got thor talking like thor 2026? gonna good.,1
fact not watch teaser leak wont spoiled crazy,-1
036 sound thunder,0
esto e cine,0
cant believe im early marvel movie trailer,1
,0
aight guess theyll release leak xd,1
playing gta 6 watching first day first show doomsday imax,-1
goosebump thorrrrrr,0
meet loki!,0
experience theater wow,1
please upload x men trailer trailer music also,1
know one hero gonna die but cant prove,0
upload xmen one,0
come thats it....,0
know threat beyond serious god thunder praying father,0
ah,0
,0
leaving comment whiteness greatest,0
please take accident till movie release,0
goat,0
peak lord,0
i. am. already. seated!,0
041 goosebump,0
2.2k comment 11 minutes.,0
"avengers, assemble!",0
prime thor back.,0
"come on, release xmen teaser!",-1
not feel like real movie?,-1
got stranger thing trailer avenger doomsday trailer time!!!,-1
going break world.,0
thats emotional beautiful cant wait astonishing extraordinary xmen teaser,1
thor crying!!!!,0
ive seen watched avatar ash water,0
legend watched 6 hour release gather,0
iron man pliz return iron man pliz,0
movie peak!!!!!,0
"dude, thor pray, scary doom.",-1
goosesebumpsss,0
thor,0
kal hara dhukh hara kalinga hara hara hara mahadeva,0
odin asking ask ur brother. thor didnt understood odin yggdrasiltree praying turn loki time,1
not like thor short hair,-1
feel like doomsday,-1
rune king thor return avenger doomsday,-1
,0
nediyoo baboooo,0
cant whip character tone like this. give sort explanation love thunder. like thor drunk something,1
finally feel like real mcu,1
chance fix everything youve messed recent years. please dont screw up.,1
gelo kabeh leak hampir sarua,-1
"this... impressive trailer. thor knee begging father help defeat enemy, man took role father explaining danger need him, followed doomsday clock, interesting cap trailer",-1
unexpected,0
10 minute 100k,0
one rime thor,0
who watch,0
thorrr,0
122 teaser heal damage make im love thunder,0
"thor alltime favorite character, diehard fan, trailer gave goosebumps. thank you, marvel, this, love 3000 3",1
time,0
daleeeeeeeee que se vieneee!!! daleeee que se vieneeeeee,0
hour guy you?????,0
"avenger doomsday another marvel movie mean casual little film probably shatter multiverse, emotionally wreck audience, make half internet pretend werent counting day it.",-1
wait year this?!!,0
hero watched video less 10 minute gather,1
disney streak zootopia 2 avatar avenger billion,0
waiting attendence,0
dialogue heavy .... thor back,0
"avengers, watching within 5 hour assemble",0
opened eye im already thinking unaliving im 24 thanos right,0
yeah thor anit returning doomsday man,-1
yes!,1
thor loki v doom,0
let hope tobey mcguire return avenger doomsday . thor return,-1
im expecting infinity war type shi,-1
hope dont get love thunder thor movie. cant wait marvel serious,-1
within 10 min btw,0
15 min,0
going back 2016,0
imagine loki walk behind thor monologing...,0
cant wait bring doooom!,0
infinity war thor back!!!!,-1
want hulk teaser,-1
thor aaaaaaa thor faaaah go go,0
lady gentleman give lord thunder,0
father give strength.... wait avenger doomsday hit theatre,-1
god thunder coming..,1
"100,000 view",0
one also not ai yeeeeeeeee,0
"trailer better ai slop yt, wasnt different ai slop yt.",1
defeat one enemy think know enemy he talking,-1
knew cant control leak anymore,0
12 min ago insane,-1
excited ahhhhhhh,1
feel like minion celebrating watching,1
thor get huge buff,1
...,0
please dont let de!!,1
big glowup thor coming .....be ready guyssss.......rune thor,1
leave mark year come first 10 minute,-1
hear fear voice. show doom powerful not even thor think beat,-1
dayumm,0
og thor back,0
absolute fire! hope hype justified!,1
yay thor!,1
trailer released 10 minutes.,0
holyyyyyyyy,0
oh fire,-1
"come, arrived",0
god literally praying life guess movie going fantastic,1
really ultimate,0
guess going show every avenger cast like,1
but saw teaser 3,-1
ooooooooo,0
bring doom ! goosebump marvel !,1
gasabarr,0
good thing thor no touch taika,1
loki return ?????,0
father also pray frame one punch man season 3 part 2,1
thor cute,0
well least theyre giving u quality trailer instead leaked quality trailer,1
see thor captain father arc hope not sacrifice like tony,1
ahhhhhh thor joker,1
im going honest here. voicework hemsworth transformer one paying big time emotion tone voice incredible. im happy serious thor back!,1
im really looking forward xmen teaser,-1
guess back baby,0
early gang doomsday gonna,-1
bro started cardio ep lol,1
thor meeting dr doom first time hey! hey ! know other. he friend work! been? everybody thought dead.,1
rune king thor coming,0
,0
point releasing avatar,0
absolute cinema,0
release cyclop,0
avengers! assemble!,0
absolute cinema,0
1m views??,0
"hyped cant believe , considering dc fan. . anyways film feel like going make 34b hype around it. going first time make much theaters.",1
okay believe every leaked trailer,-1
here... ...and hope restored,1
"rune king thor, let go",0
"people, real fan excited movie",1
finally,0
let go!,0
movie box office giant 2026,0
gonna blast box office,0
cut hair,-1
true marvel fan like,1
anyones else leaks?,0
release xmen one,0
short hair thor gonna lit,0
no....,0
trailer making think almost movie since endgame waste time,-1
"thor hair short, know movie gonna hella peak!!!!!",0
dommy new year,0
plot twist die first 20 minute,-1
doomsday upon u bois!!!!!!!!!!!!!,-1
love chris hemsworth character,1
infinity war mode,-1
babe wake new doomsday trailer dropped,-1
3 billion no question,-1
best movie coming,1
give x mean one,0
glad real thor back,1
ohh yes,0
infinity war thor backed,-1
last week steve rogers today thor wonder who next week,0
excited this..,1
release xmen teaser trailer now!!!! need see donut lord cyclopsss,-1
cant wait upload xmen teaser,-1
cannot wait,0
goat back,0
q isso man,0
thor crying!!!,-1
back normal hair movie seems,0
everybody gangsta untill victor vandooms arrive,0
thor crying?,-1
,0
welp...,0
doom making thor pray ahh thor definitely going die,-1
chills.,0
wish come soon 2026 end earth,1
thor love,1
yeah im ready,1
raaaaaaaaaaaaaaaaaaaaaaah babyyy heeere,0
he back,0
film better rated r bc want unfiltered version film,1
w bro,0
avenger assembling...,0
"enjoy got him, he dying movie.",1
thor die doomsday back secret war,-1
steves smile thor tear cyclops rage,-1
thor 5,0
thor better not die im not playing,1
bro thor update bouta tuff,0
movie break many marvel past records..,1
crazzyyy bhaii,0
avenger childrens crusade gonna lit,0
wasnt ai,0
"sir, theyve leaked second trailer.",-1
hope bring back loki,1
"odin, give son strength defeat enemy never met. give strength prevent enemy bringing doomsday, conquer multiverse become godemperor.",-1
excited epic movie next december,1
esse filme ser filme ano e bater todos o recordes de bilheteria possvel.,0
bring doom......................................................,0
lessgo,0
prove idk,-1
?,0
trailer give goosebump,0
doomsday either gonna greatest movie ever flop but leak make seem like gonna crazy movie,-1
doom overpower,-1
mokka commentary ku ende varuvegalada,0
thor bring doom!!!,-1
"thor always like serious, calm full rage not man child joke character taika watiti made look like. thing russos",1
storm brewing.,0
scarlet witch ?,-1
"hopefully leaving waititi era far, far behind.",1
finally something good,1
movie fixing peak,0
spotted trailer posted 9 minute,0
doomdays coming...,0
long wait xmen trailer fam????,0
booom,0
clip alone fix thor character whatever love thunder trying do.,1
definitely thor die,1
looking forward thor loki reunion. thats going legendary.,0
need goat,0
iron man fan india,1
shakespearian thor back,0
bring dooooom!,0
im hyped,0
wanted thor classic look serious role.,-1
"marvel phase , maybe went bit cold endgame, but think upcoming year, two upcoming avenger movie gonna run magic every fan heart bringing excitement energy but new way whichll spike adrenaline upcoming year full great surprise ... doomsday one them!!! really cant wait see it!",1
yessssss!!!!!,0
watching first 10 minute feel like achievement,1
thor hair cut.,-1
insane! im excited xmen next week!!!,-1
"perfect build doom threat brings. strongest avenger knee begging father help, not even thanos could done that.",1
thor son odin,0
movie year 2026!!!,0
see u next week another teaser.,-1
cant wait thor meet loki,0
letss gooo thorrr!!,0
please get loki reunion thor daughter thrud please!,1
"im not understanding plan releasing theatres. everyone cameras, really not think would get leaked? even spiderman got leaked. question security",-1
alludes intimidating doom without ever showing once.,-1
people missing child alpha wherewolf missing,-1
doom laughing corner,1
think marvel gonna release whole doomsday trailer,-1
long movie wait whole year,0
"yup, he dying",0
t peak,0
absolute cinema box office record,0
thor,0
going give u minute trailer per character. dont hate,1
curiously waiting doom trailer,-1
mean doomsday end thor,-1
movie biggets movie time,0
,0
hear word fatherplease...,0
give odinforce thor,0
short haired thor back a.k.a prime thor return,0
thor loki avenger doomsday,-1
hate it! wheres captain marvel?,-1
problem trailer worst mcu movie ever made essential viewing.,-1
thor love back,1
"beautiful, bet would destroy box office!",1
got thor praying certain game.............,1
im glad many fan here! finally ppl talk haha!,1
absoluto cinema,0
cant wait next week xmen teaser. keep em dropping year long. youve enough character movie.,-1
movie easily cross 1bilion,1
praying u live see movie man.,1
marvel abt make historic comeback hollywood history unbreakable generation come,1
true hero watched first 10 minute posted,1
less 10 min,0
cinema,0
,0
thor de guerra infinita est de volta,0
every leaked video official,-1
goosebumps. thor really back boy,0
waiting,0
life clock begun counting,0
nah going greatest movie anyone ever witnessed... get ready fella im glad still alive witness,1
god,1
"movie seems done me, release next week.",0
much better fake ai thor trailer going around.,-1
would gigantic threat god like thor pray father ask power needs.,1
ohhhhh man let freaking gooooo,-1
thor short hair,0
bring doom,-1
prime thor coming soon,0
waiting doomsday 1st day 1st show,-1
hope thor isnt nerfed,1
love marvel,1
"short hair, storm breaker serious thor. back guy ?",-1
gonna next level movie,0
man character arc hectic fun. become glorious allfathers!,1
leaked gang assemble,-1
thor god thunder,1
2 go,0
fight sun doesnt shine loki doomsday,-1
goat back,0
boring teaser ever,-1
stranger thing final avenger doomsday...... let go,0
yes!!!,1
infinity war thor,-1
"im starting think yeah, mcu back.",1
beautiful,1
increible como va ser esa pelicula,0
"man, thor got constant fear losing her. 1. he father 2. many people he lost. family, friends, home, people.",-1
finally something not made stupid ai,1
waiting xmen.,0
start 2,0
god thunderback,1
literal goosebumps!!,0
wait,0
"2026 dd, spiderman 4, doomsday, wolverine ps5, birth first son, 2026 amazing",0
glad watch within minute,1
7 minute ago! something couldnt see notification!,0
got another experience marvel long,1
thor son odin returned!,0
strongest avenger return,1
even god praying life,1
witnessed rdjs death heronow time see fall villain.,-1
know serious thor praying odin...,1
hulk return doomsday ???,0
want see robert downey jr doctor doom soon possible!!!!!!!!!!,-1
10 min gang,0
"done before, making teaser character?",-1
thor back,0
"meantime, leak isnt noise marketing??? official announcement coming soon!!!!",-1
infinity war level hype thor back????,-1
teaser killing must survive till movie released,-1
welcome back god thunder,1
10 min ago crazy! let gooooo,-1
thor bad,-1
live long enough see thor agian.,0
bruh thor loki meet.... sun shine upon asgardian brother,0
wheres bar gonna set wonder.,0
"thor movie , got ticket.",0
thor doomsday,-1
better steve teaser sure,1
going best gift ever,1
8 minute,0
g,0
yasssss,0
nah bro please dont kill thor,1
gamora ?,0
back,0
og avenger one save marvel....,1
need wandas return fr,0
,0
let doomsday begin......,-1
thor,0
hear sense fear voice....,-1
yawn.,0
dead.,-1
let go thor,0
059 look like looking something fear confusion,-1
god thunder back full form,1
let go..,0
lfg baby,0
time alive,1
bring doom,-1
"real captain america coming back, thor shakespearean dialogue returning? yes!",1
thor literally playing father strength sobering moment.,1
cinema supposed,0
cant wait this! avenger assemble!,0
thor die avenger doomsday,-1
die doomsday go valhalla reemerge rune king thor secret war,-1
welp,0
thor,0
legend watched hour come,0
legend watched video less hour assemble!,0
1 hour dude,0
"trailer, like it. another!",1
iyhaaaaaaaaaaaa......thor back short hair last time thor cut hair know became,-1
first 10 minute,0
thor god hammers?,1
trailer peak movie edit hell yeah,-1
7min trailer release,0
not waiting movie 048,0
omg hair back,0
thor god thunder,1
loki sun shine u sun talking thor odinson returned,0
waiting 3rd teaser xmen comic accurate cyclops,-1
jacob creek whiskey chris hemsw0rth,0
holy trinity back!,0
